0.192353,0.45478138,0.15704313,0.04149222,0.11670453,0.06850778,-0.07368468,-0.12192393,0.36662045,-0.29253018,-0.39227664,0.0717909,0.029801248,0.2192094,0.078271985,-0.0035399909,-0.018727899,0.044657663,0.28865102,-0.08256465
-0.1322659,0.3607767,0.046409104,0.009812906,-0.20039155,0.044219337,-0.09734277,0.17227817,0.105956525,-0.3372628,-0.19233903,0.110796355,0.111426085,0.04844997,-0.35492596,0.3083285,-0.11292121,-0.439397,0.13972478,-0.16088322
0.031585418,0.5554711,0.6574107,-0.32628387,-0.92680407,0.5238819,-0.9569219,0.42572582,-0.022830138,-0.35784578,-0.65648764,0.7802353,-0.5366048,0.68751204,-0.7826179,0.29047653,-1.1879219,0.6746975,0.31772384,0.7095245
0.06879405,0.39820844,0.30182838,0.012332118,0.21817602,0.33406404,0.1217158,-0.09501115,0.14685166,-0.13799311,-0.04787209,-0.030727483,0.22489157,-0.34932405,-0.46729335,-0.279497,-0.23266855,0.20172928,0.5786144,-0.107700564
0.011307549,-0.03824233,-0.03395175,0.007511925,-0.033598293,-0.0088502765,0.0422537,0.02342489,0.017476883,-0.041921128,-0.002323486,0.035456423,0.008185707,-0.009353124,0.043879185,-0.04370215,-0.023418784,-0.016583443,-0.014678717,-0.00512892
0.0071990266,-0.022730589,0.010761581,-0.008066762,-0.014832556,0.011911474,-0.047871806,0.022455443,-0.0035084486,-0.036585342,-0.038817048,-0.022358,0.035173748,0.004818905,0.015026119,0.047657046,0.0042432547,0.027793739,-0.03359883,0.024953377
0.0139550455,-0.019155895,-0.04559034,-0.009639502,-0.0073421486,-0.047133233,0.0088323355,0.017011475,-0.022442317,0.025371324,0.026824031,-0.026744736,0.0036952868,-0.011749841,0.044148993,0.011339057,0.0046299696,0.03004029,0.020832036,0.036360275
0.16048197,0.37371036,-0.08238719,-0.093620904,-0.03136295,0.1757667,0.024382979,0.11341365,0.120281294,-0.1287326,-0.24527678,-0.18500677,-0.0052156383,0.029017247,-0.113189995,0.62399644,-0.16384722,-0.4034106,-0.058592457,-0.28114867
-0.005898118,-0.038310695,0.04567272,-0.01741599,-0.023896694,-0.0011780858,0.047947455,-0.036286436,-0.02281617,-0.028333116,0.01593751,-0.02616538,-0.039318047,-0.009280957,-0.038642906,0.018570233,0.007282339,-0.024868358,-0.024192428,0.0024978146
0.11183301,0.4549488,-0.0034720008,-0.1618843,0.099787585,0.10269899,-0.2813767,0.047432885,0.19599426,-0.23803577,-0.35559356,0.22354247,-0.053442813,0.3518521,0.49390826,0.191704,-0.07148901,-0.31506914,0.12043283,0.10137774
